id;symbol;date;close
35691;SPI;15.05.2023;15269.31
35692;SPI;16.05.2023;15186.96
35693;SPI;17.05.2023;15075.48
35694;SPI;18.05.2023;15075.48
35695;SPI;19.05.2023;15254.52
35696;SPI;22.05.2023;15227.79
35697;SPI;23.05.2023;15117.89
35698;SPI;24.05.2023;14967.68
35699;SPI;25.05.2023;14908.01
35700;SPI;26.05.2023;15066.43
35701;SPI;29.05.2023;15066.43
35702;SPI;30.05.2023;14875.72
35703;SPI;31.05.2023;14788.51
35704;SPI;01.06.2023;14880.54
35705;SPI;02.06.2023;15075.43
35706;SPI;05.06.2023;15017.19
35707;SPI;06.06.2023;15083.72
35708;SPI;07.06.2023;14939.96
35709;SPI;08.06.2023;14883.49
35710;SPI;09.06.2023;14829.84
35711;SPI;12.06.2023;14918.81
35712;SPI;13.06.2023;14949.20
35713;SPI;14.06.2023;14891.92
35714;SPI;15.06.2023;14918.47
35715;SPI;16.06.2023;15006.29
35716;SPI;19.06.2023;14881.45
35717;SPI;20.06.2023;14765.21
35718;SPI;21.06.2023;14705.98
35719;SPI;22.06.2023;14713.46
35720;SPI;23.06.2023;14753.71
35721;SPI;26.06.2023;14657.20
35722;SPI;27.06.2023;14659.06
35723;SPI;28.06.2023;14728.40
35724;SPI;29.06.2023;14710.99
35725;SPI;30.06.2023;14861.77
35726;SPI;03.07.2023;14786.37
35727;SPI;04.07.2023;14792.12
35728;SPI;05.07.2023;14741.07
35729;SPI;06.07.2023;14482.25
35730;SPI;07.07.2023;14377.80
35731;SPI;10.07.2023;14432.77
35732;SPI;11.07.2023;14485.85
35733;SPI;12.07.2023;14572.48
35734;SPI;13.07.2023;14597.41
35735;SPI;14.07.2023;14700.06
35736;SPI;17.07.2023;14539.23
35737;SPI;18.07.2023;14682.04
35738;SPI;19.07.2023;14699.67
35739;SPI;20.07.2023;14759.45
35740;SPI;21.07.2023;14764.82
35741;SPI;24.07.2023;14740.85
35742;SPI;25.07.2023;14814.58
35743;SPI;26.07.2023;14756.76
35744;SPI;27.07.2023;15004.04
35745;SPI;28.07.2023;14943.64
35746;SPI;31.07.2023;14927.07
35747;SPI;01.08.2023;14927.07
35748;SPI;02.08.2023;14790.86
35749;SPI;03.08.2023;14636.52
35750;SPI;04.08.2023;14657.70
35751;SPI;07.08.2023;14666.92
35752;SPI;08.08.2023;14598.76
35753;SPI;09.08.2023;14629.86
35754;SPI;10.08.2023;14726.78
35755;SPI;11.08.2023;14623.89
35756;SPI;14.08.2023;14654.87
35757;SPI;15.08.2023;14495.22
35758;SPI;16.08.2023;14498.19
35759;SPI;17.08.2023;14353.58
35760;SPI;18.08.2023;14301.01
35761;SPI;21.08.2023;14307.85
35762;SPI;22.08.2023;14345.71
35763;SPI;23.08.2023;14455.87
35764;SPI;24.08.2023;14462.40
35765;SPI;25.08.2023;14443.65
35766;SPI;28.08.2023;14538.68
35767;SPI;29.08.2023;14637.06
35768;SPI;30.08.2023;14614.94
35769;SPI;31.08.2023;14664.72
35770;SPI;01.09.2023;14596.92
35771;SPI;04.09.2023;14575.89
35772;SPI;05.09.2023;14460.47
35773;SPI;06.09.2023;14425.06
35774;SPI;07.09.2023;14492.19
35775;SPI;08.09.2023;14429.81
35776;SPI;11.09.2023;14460.25
35777;SPI;12.09.2023;14456.78
35778;SPI;13.09.2023;14432.15
35779;SPI;14.09.2023;14566.34
35780;SPI;15.09.2023;14676.94
35781;SPI;18.09.2023;14551.01
35782;SPI;19.09.2023;14514.99
35783;SPI;20.09.2023;14646.43
35784;SPI;21.09.2023;14559.26
35785;SPI;22.09.2023;14462.62
35786;SPI;25.09.2023;14449.51
35787;SPI;26.09.2023;14349.29
35788;SPI;27.09.2023;14253.02
35789;SPI;28.09.2023;14287.13
35790;SPI;29.09.2023;14368.61
35791;SPI;02.10.2023;14240.53
35792;SPI;03.10.2023;14108.92
35793;SPI;04.10.2023;14084.96
35794;SPI;05.10.2023;14119.10
35795;SPI;06.10.2023;14162.69
35796;SPI;09.10.2023;14134.02
35797;SPI;10.10.2023;14365.85
35798;SPI;11.10.2023;14434.12
35799;SPI;12.10.2023;14356.91
35800;SPI;13.10.2023;14240.25
35801;SPI;16.10.2023;14235.61
35802;SPI;17.10.2023;14154.88
35803;SPI;18.10.2023;13970.71
35804;SPI;19.10.2023;13701.44
35805;SPI;20.10.2023;13568.75
35806;SPI;23.10.2023;13551.30
35807;SPI;24.10.2023;13603.38
35808;SPI;25.10.2023;13624.30
35809;SPI;26.10.2023;13562.32
35810;SPI;27.10.2023;13508.31
35811;SPI;30.10.2023;13576.24
35812;SPI;31.10.2023;13616.23
35813;SPI;01.11.2023;13747.16
35814;SPI;02.11.2023;13899.51
35815;SPI;03.11.2023;13894.72
35816;SPI;06.11.2023;13881.73
35817;SPI;07.11.2023;13867.52
35818;SPI;08.11.2023;13894.80
35819;SPI;09.11.2023;13971.68
35820;SPI;10.11.2023;13860.50
35821;SPI;13.11.2023;13899.63
35822;SPI;14.11.2023;14097.54
35823;SPI;15.11.2023;14096.63
35824;SPI;16.11.2023;14014.24
35825;SPI;17.11.2023;14124.43
35826;SPI;20.11.2023;14114.45
35827;SPI;21.11.2023;14154.90
35828;SPI;22.11.2023;14212.12
35829;SPI;23.11.2023;14228.78
35830;SPI;24.11.2023;14267.38
35831;SPI;27.11.2023;14191.02
35832;SPI;28.11.2023;14105.82
35833;SPI;29.11.2023;14177.30
35834;SPI;30.11.2023;14236.35
35835;SPI;01.12.2023;14261.77
35836;SPI;04.12.2023;14310.28
35837;SPI;05.12.2023;14336.78
35838;SPI;06.12.2023;14374.08
35839;SPI;07.12.2023;14329.28
35840;SPI;08.12.2023;14468.58
35841;SPI;11.12.2023;14528.06
35842;SPI;12.12.2023;14546.10
35843;SPI;13.12.2023;14586.00
35844;SPI;14.12.2023;14666.74
35845;SPI;15.12.2023;14657.38
35846;SPI;18.12.2023;14601.03
35847;SPI;19.12.2023;14578.66
35848;SPI;20.12.2023;14578.38
35849;SPI;21.12.2023;14556.73
35850;SPI;22.12.2023;14581.43
35851;SPI;25.12.2023;14581.43
35852;SPI;26.12.2023;14581.43
35853;SPI;27.12.2023;14545.78
35854;SPI;28.12.2023;14477.36
35855;SPI;29.12.2023;14571.23
35856;SPI;01.01.2024;14571.23
35857;SPI;02.01.2024;14571.23
35858;SPI;03.01.2024;14569.83
35859;SPI;04.01.2024;14638.85
35860;SPI;05.01.2024;14584.24
35861;SPI;08.01.2024;14644.59
35862;SPI;09.01.2024;14663.68
35863;SPI;10.01.2024;14652.96
35864;SPI;11.01.2024;14535.04
35865;SPI;12.01.2024;14631.17
35866;SPI;15.01.2024;14594.60
35867;SPI;16.01.2024;14628.23
35868;SPI;17.01.2024;14523.78
35869;SPI;18.01.2024;14568.83
35870;SPI;19.01.2024;14520.58
35871;SPI;22.01.2024;14681.85
35872;SPI;23.01.2024;14533.04
35873;SPI;24.01.2024;14589.71
35874;SPI;25.01.2024;14604.20
35875;SPI;26.01.2024;14839.12
35876;SPI;29.01.2024;14879.75
35877;SPI;30.01.2024;14897.74
35878;SPI;31.01.2024;14774.50
35879;SPI;01.02.2024;14650.45
35880;SPI;02.02.2024;14676.63
35881;SPI;05.02.2024;14727.73
35882;SPI;06.02.2024;14694.64
35883;SPI;07.02.2024;14653.74
35884;SPI;08.02.2024;14591.23
35885;SPI;09.02.2024;14515.69
35886;SPI;12.02.2024;14634.74
35887;SPI;13.02.2024;14581.33
35888;SPI;14.02.2024;14683.78
35889;SPI;15.02.2024;14770.96
35890;SPI;16.02.2024;14798.96
35891;SPI;19.02.2024;14900.36
35892;SPI;20.02.2024;14947.78
35893;SPI;21.02.2024;14913.69
35894;SPI;22.02.2024;14857.56
35895;SPI;23.02.2024;14986.90
35896;SPI;26.02.2024;14922.98
35897;SPI;27.02.2024;14901.70
35898;SPI;28.02.2024;14852.66
35899;SPI;29.02.2024;14857.71
35900;SPI;01.03.2024;14938.20
35901;SPI;04.03.2024;14927.02
35902;SPI;05.03.2024;14894.46
35903;SPI;06.03.2024;15003.63
35904;SPI;07.03.2024;15135.28
35905;SPI;08.03.2024;15219.62
35906;SPI;11.03.2024;15245.28
35907;SPI;12.03.2024;15342.63
35908;SPI;13.03.2024;15391.94
35909;SPI;14.03.2024;15373.41
35910;SPI;15.03.2024;15328.51
35911;SPI;18.03.2024;15259.42
35912;SPI;19.03.2024;15199.60
35913;SPI;20.03.2024;15249.00
35914;SPI;21.03.2024;15377.34
35915;SPI;22.03.2024;15307.08
35916;SPI;25.03.2024;15316.09
35917;SPI;26.03.2024;15359.09
35918;SPI;27.03.2024;15400.91
35919;SPI;28.03.2024;15442.86
35920;SPI;29.03.2024;15442.86
35921;SPI;01.04.2024;15442.86
35922;SPI;02.04.2024;15267.17
35923;SPI;03.04.2024;15295.17
35924;SPI;04.04.2024;15372.87
35925;SPI;05.04.2024;15155.20
35926;SPI;08.04.2024;15224.39
35927;SPI;09.04.2024;15174.13
35928;SPI;10.04.2024;15158.81
35929;SPI;11.04.2024;15127.32
35930;SPI;12.04.2024;15051.28
35931;SPI;15.04.2024;15087.40
35932;SPI;16.04.2024;14862.40
35933;SPI;17.04.2024;14897.33
35934;SPI;18.04.2024;14909.13
35935;SPI;19.04.2024;14982.45
35936;SPI;22.04.2024;15102.72
35937;SPI;23.04.2024;15275.57
35938;SPI;24.04.2024;15156.95
35939;SPI;25.04.2024;15015.45
35940;SPI;26.04.2024;15136.02
35941;SPI;29.04.2024;15135.28
35942;SPI;30.04.2024;15066.69
35943;SPI;01.05.2024;15066.69
35944;SPI;02.05.2024;15002.28
35945;SPI;03.05.2024;15093.52
35946;SPI;06.05.2024;15158.18
35947;SPI;07.05.2024;15372.36
35948;SPI;08.05.2024;15477.38
35949;SPI;09.05.2024;15477.38
35950;SPI;10.05.2024;15677.05
35951;SPI;13.05.2024;15710.12
35952;SPI;14.05.2024;15739.11
35953;SPI;15.05.2024;15887.49
35954;SPI;16.05.2024;15935.04
35955;SPI;17.05.2024;16038.17
35956;SPI;20.05.2024;16038.17
35957;SPI;21.05.2024;15996.80
35958;SPI;22.05.2024;15963.21
35959;SPI;23.05.2024;15981.69
35960;SPI;24.05.2024;15936.35
35961;SPI;27.05.2024;15974.09
35962;SPI;28.05.2024;15844.47
35963;SPI;29.05.2024;15742.31
35964;SPI;30.05.2024;15858.17
35965;SPI;31.05.2024;15992.27
35966;SPI;03.06.2024;15982.52
35967;SPI;04.06.2024;15978.79
35968;SPI;05.06.2024;16141.32
35969;SPI;06.06.2024;16250.61
35970;SPI;07.06.2024;16263.73
35971;SPI;10.06.2024;16114.67
35972;SPI;11.06.2024;16031.70
35973;SPI;12.06.2024;16165.49
35974;SPI;13.06.2024;16068.56
35975;SPI;14.06.2024;15993.96
35976;SPI;17.06.2024;15945.80
35977;SPI;18.06.2024;16007.00
35978;SPI;19.06.2024;16018.34
35979;SPI;20.06.2024;16118.07
35980;SPI;21.06.2024;15969.72
35981;SPI;24.06.2024;16137.30
35982;SPI;25.06.2024;16037.64
35983;SPI;26.06.2024;15947.72
35984;SPI;27.06.2024;15941.95
35985;SPI;28.06.2024;15919.28
35986;SPI;01.07.2024;15989.43
35987;SPI;02.07.2024;15955.51
35988;SPI;03.07.2024;15998.36
35989;SPI;04.07.2024;16072.05
35990;SPI;05.07.2024;16013.59
35991;SPI;08.07.2024;16058.11
35992;SPI;09.07.2024;16033.01
35993;SPI;10.07.2024;16168.62
35994;SPI;11.07.2024;16292.65
35995;SPI;12.07.2024;16416.30
35996;SPI;15.07.2024;16291.35
35997;SPI;16.07.2024;16283.02
35998;SPI;17.07.2024;16355.14
35999;SPI;18.07.2024;16260.34
36000;SPI;19.07.2024;16153.95
36001;SPI;22.07.2024;16325.74
36002;SPI;23.07.2024;16301.82
36003;SPI;24.07.2024;16212.80
36004;SPI;25.07.2024;16083.77
36005;SPI;26.07.2024;16246.90
36006;SPI;29.07.2024;16214.66
36007;SPI;30.07.2024;16303.53
36008;SPI;31.07.2024;16356.34
36009;SPI;01.08.2024;16356.34
36010;SPI;02.08.2024;15810.03
36011;SPI;05.08.2024;15376.36
36012;SPI;06.08.2024;15346.10
36013;SPI;07.08.2024;15765.99
36014;SPI;08.08.2024;15740.59
36015;SPI;09.08.2024;15791.89
36016;SPI;12.08.2024;15798.17
36017;SPI;13.08.2024;15860.36
36018;SPI;14.08.2024;16058.55
36019;SPI;15.08.2024;16161.08
36020;SPI;16.08.2024;16203.15
36021;SPI;19.08.2024;16312.06
36022;SPI;20.08.2024;16289.49
36023;SPI;21.08.2024;16274.12
36024;SPI;22.08.2024;16345.50
36025;SPI;23.08.2024;16399.07
36026;SPI;26.08.2024;16389.74
36027;SPI;27.08.2024;16317.09
